GKEY,TRUCK_ENTERED,EDATE,PHOUR,EXITED,PICK_YARD_POS,PICK_ROW_NBR,tv_trans_count,DROP_POS_ID,DROP_POS,DIST,DROP_ROW_NBR,DROP_POS_ID_FLD,DROP_POS_FLD,DIST_FLD,DROP_ROW_NBR_FLD,TT_MIN,TGT_TT,ROW_Feature,RTG,HAD_TROUBLE,TRK_IN_BTW,TRK_OPP,TOT,TRK_IN_ROW,TIER,AVG_30_MIN,RTG_Count
11510802,17-JAN-19 10:30:00,2019-01-17,11,17-JAN-19 11:54:34,183,L,2,381F2.B,381,262,F,381F3.C,381,272,F,18,1,9,RTG23,0,2,7,9,29,2,30.42857143,2
11510401,17-JAN-19 09:29:03,2019-01-17,9,17-JAN-19 10:54:23,272,I,2,430M8.B,430,302,M,430M10.B,430,312,M,8,1,6,RTG16,0,3,1,4,32,3,30.13333333,5
11510595,17-JAN-19 09:58:50,2019-01-17,10,17-JAN-19 10:31:15,268,I,2,122B4.D,122,606,B,122B4.C,122,616,B,8,1,16,RTG14,0,2,3,5,34,2,26.05263158,5
11510606,17-JAN-19 10:00:59,2019-01-17,10,17-JAN-19 10:54:37,122,L,2,426E3.B,426,156,E,426E3.C,426,166,E,8,1,10,RTG9,0,4,1,5,39,2,39.57142857,4
11510817,17-JAN-19 10:32:15,2019-01-17,11,17-JAN-19 11:41:57,164,L,2,122B1.B,122,502,B,122B2.B,122,512,B,19,1,13,RTG23,0,4,6,10,31,1,31,2
11510736,17-JAN-19 10:20:04,2019-01-17,10,17-JAN-19 10:49:20,364,K,2,260M8.E,260,564,M,260M9.D,260,574,M,9,1,4,RTG20,0,6,5,11,32,1,50.73076923,4
11511726,17-JAN-19 13:02:38,2019-01-17,13,17-JAN-19 13:31:19,157,I,2,255B3.A,255,362,B,255B4.D,255,372,B,9,1,16,RTG6,0,13,9,22,66,1,38,2
11511977,17-JAN-19 13:41:22,2019-01-17,14,17-JAN-19 14:34:48,159,I,2,105D2.D,105,514,D,105D2.D,105,524,D,9,1,14,RTG6,0,6,12,18,52,1,47.69565217,4
11509837,17-JAN-19 07:53:54,2019-01-17,8,17-JAN-19 08:44:02,410,L,2,356B4.D,356,514,B,356B4.C,356,524,B,10,1,13,RTG9,0,4,6,10,31,1,27.83333333,2
11510527,17-JAN-19 09:47:31,2019-01-17,10,17-JAN-19 10:28:32,360,I,2,260M6.B,260,560,M,260M6.D,260,570,M,10,1,6,RTG16,0,7,2,9,33,2,33.2,5
11510617,17-JAN-19 10:02:04,2019-01-17,10,17-JAN-19 11:15:36,134,I,2,430M6.A,430,164,M,430M9.C,430,174,M,10,1,6,RTG14,0,2,4,6,34,1,24.94736842,5
11510775,17-JAN-19 10:25:29,2019-01-17,10,17-JAN-19 12:03:33,425,K,2,383A4.C,383,502,A,383A4.C,383,512,A,10,1,15,RTG20,0,1,11,12,35,1,47.39130435,4
11510170,17-JAN-19 08:48:07,2019-01-17,9,17-JAN-19 09:40:32,418,I,2,260M2.C,260,618,M,260M2.B,260,628,M,11,1,6,RTG7,0,0,2,2,37,1,28.375,5
11510398,17-JAN-19 09:28:35,2019-01-17,9,17-JAN-19 10:01:55,171,L,2,451E6.B,451,180,E,451E7.B,451,190,E,11,1,10,RTG9,0,1,6,7,41,2,52.76470588,4
11510476,17-JAN-19 09:39:57,2019-01-17,10,17-JAN-19 11:07:00,238,K,2,430M8.E,430,268,M,430M9.A,430,278,M,11,1,4,RTG20,0,9,4,13,51,1,28.88888889,4
11510485,17-JAN-19 09:41:35,2019-01-17,10,17-JAN-19 10:13:37,329,I,2,333F4.D,333,456,F,333F4.D,333,466,F,11,1,12,RTG16,0,0,7,7,35,1,30.8125,5
11510626,17-JAN-19 10:03:49,2019-01-17,10,17-JAN-19 10:42:43,264,I,2,260M8.C,260,464,M,260M8.B,260,474,M,11,1,6,RTG16,0,3,4,7,33,1,25.40909091,5
11510651,17-JAN-19 10:07:13,2019-01-17,10,17-JAN-19 10:46:17,272,I,2,260M8.D,260,472,M,260M8.D,260,482,M,11,1,6,RTG16,0,4,3,7,32,2,25.22727273,5
11510664,17-JAN-19 10:08:47,2019-01-17,10,17-JAN-19 11:32:59,122,K,2,472C2.D,472,110,C,472C2.C,472,120,C,11,1,13,RTG5,0,0,12,12,35,3,51.72,4
11510687,17-JAN-19 10:11:33,2019-01-17,10,17-JAN-19 11:19:06,210,I,2,142H1.D,142,528,H,142H1.D,142,538,H,11,1,11,RTG14,0,0,7,7,33,1,28.65,5
11510709,17-JAN-19 10:15:36,2019-01-17,10,17-JAN-19 11:02:43,230,I,2,330C2.D,330,360,C,330C2.D,330,370,C,11,1,15,RTG16,0,6,4,10,32,1,25.05,5
11510820,17-JAN-19 10:32:35,2019-01-17,11,17-JAN-19 12:52:11,288,J,2,306N4.B,306,442,N,306N4.A,306,452,N,100,3,4,RTG24,0,2,6,8,51,3,56.35714286,2
11510822,17-JAN-19 10:32:58,2019-01-17,11,17-JAN-19 13:07:39,157,I,2,451E3.B,451,166,E,451E9.D,451,176,E,80,3,13,RTG6,0,2,0,2,31,1,17.81818182,2
11511550,17-JAN-19 12:35:29,2019-01-17,13,17-JAN-19 13:22:25,376,I,2,430M3.C,430,406,M,430M7.E,430,416,M,11,1,6,RTG10,0,16,4,20,57,1,15.27272727,2
11510828,17-JAN-19 10:33:49,2019-01-17,11,17-JAN-19 11:43:25,257,I,2,257B1.A,257,460,B,257B1.A,257,470,B,34,2,16,RTG14,0,5,3,8,32,1,18.04545455,2
11510580,17-JAN-19 09:55:35,2019-01-17,10,17-JAN-19 10:44:13,352,K,2,260M8.C,260,552,M,260M8.A,260,562,M,12,1,4,RTG5,0,7,4,11,45,4,51.25,4
11511219,17-JAN-19 11:34:52,2019-01-17,12,17-JAN-19 12:35:39,406,L,2,272M7.D,272,594,M,272M6.D,272,604,M,12,1,3,RTG23,0,12,0,12,41,1,26.38461538,4
11511265,17-JAN-19 11:42:09,2019-01-17,12,17-JAN-19 12:48:48,67,L,2,105D4.A,105,422,D,105D4.B,105,432,D,12,1,11,RTG25,0,0,11,11,44,1,23.85714286,4
11512379,17-JAN-19 14:40:37,2019-01-17,15,17-JAN-19 16:00:29,356,J,2,242B7.B,242,574,B,242B7.C,242,584,B,12,1,15,RTG24,0,5,6,11,67,1,88.125,3
11512701,17-JAN-19 15:34:03,2019-01-17,16,17-JAN-19 17:00:25,427,J,2,129H6.A,129,758,H,129H5.A,129,768,H,12,1,10,RTG24,0,4,8,12,66,1,91.35714286,2
11509544,17-JAN-19 06:51:57,2019-01-17,7,17-JAN-19 07:49:09,126,L,2,226H6.D,226,360,H,226H6.B,226,370,H,13,1,8,RTG25,0,0,1,1,13,4,11.66666667,2
11510832,17-JAN-19 10:34:02,2019-01-17,11,17-JAN-19 11:30:43,284,L,2,430M5.D,430,314,M,430M8.D,430,324,M,11,1,3,RTG11,0,1,7,8,29,1,33.68421053,2
11510294,17-JAN-19 09:10:01,2019-01-17,9,17-JAN-19 10:12:02,264,I,2,260M5.B,260,464,M,260M5.A,260,474,M,13,1,6,RTG16,0,0,2,2,35,4,24.69230769,5
11510431,17-JAN-19 09:33:43,2019-01-17,10,17-JAN-19 10:04:49,325,L,2,149B5.A,149,636,B,149B6.D,149,646,B,13,1,13,RTG11,0,7,5,12,41,2,50.89473684,4
11510461,17-JAN-19 09:37:29,2019-01-17,10,17-JAN-19 10:12:42,151,I,2,451E5.A,451,160,E,451E6.B,451,170,E,13,1,13,RTG10,0,5,1,6,36,1,35.07142857,5
11510807,17-JAN-19 10:29:32,2019-01-17,10,17-JAN-19 11:44:14,173,L,2,381F3.D,381,252,F,381F3.D,381,262,F,13,1,9,RTG23,0,1,7,8,28,1,30.42857143,4
11511393,17-JAN-19 12:08:03,2019-01-17,12,17-JAN-19 12:53:04,422,I,2,272M8.D,272,610,M,272M8.A,272,620,M,13,1,6,RTG16,0,1,2,3,46,2,28.42857143,4
11511808,17-JAN-19 13:15:12,2019-01-17,13,17-JAN-19 14:20:40,463,I,2,463B5.B,463,460,B,463B5.A,463,470,B,13,1,16,RTG14,0,0,3,3,55,1,58.57142857,2
11512092,17-JAN-19 14:00:48,2019-01-17,14,17-JAN-19 14:40:22,370,K,2,430M3.C,430,400,M,430M4.D,430,410,M,13,1,4,RTG5,0,0,11,11,46,1,63.83333333,4
11512889,17-JAN-19 16:14:52,2019-01-17,16,17-JAN-19 17:12:10,352,K,2,376N4.B,376,436,N,376N4.C,376,446,N,13,1,3,RTG20,0,11,12,23,47,1,46.72222222,2
11509518,17-JAN-19 06:40:43,2019-01-17,7,17-JAN-19 07:26:41,365,L,2,241D3.D,241,584,D,241D3.D,241,594,D,14,1,11,RTG9,0,3,7,10,12,1,12,2
11510831,17-JAN-19 10:34:10,2019-01-17,11,17-JAN-19 12:09:34,202,L,2,430M5.E,430,232,M,430M8.B,430,242,M,54,2,3,RTG23,0,1,10,11,30,1,33.68421053,2
11510838,17-JAN-19 10:34:30,2019-01-17,11,17-JAN-19 13:24:26,111,J,2,257B1.B,257,314,B,257B1.B,257,324,B,133,3,15,RTG21,0,1,0,1,51,3,56.33333333,2
11509738,17-JAN-19 07:33:01,2019-01-17,8,17-JAN-19 08:12:12,134,I,2,434M1.C,434,160,M,434M1.B,434,170,M,14,1,6,RTG6,0,8,0,8,19,1,56.5,2
11509767,17-JAN-19 07:39:24,2019-01-17,8,17-JAN-19 08:16:30,92,I,2,430M12.C,430,122,M,430M13.B,430,132,M,14,1,6,RTG6,0,8,0,8,20,3,56.5,2
11509899,17-JAN-19 08:05:44,2019-01-17,8,17-JAN-19 08:37:32,175,L,2,453E4.B,453,182,E,453E5.D,453,192,E,14,1,10,RTG25,0,7,8,15,36,1,25,2
11509986,17-JAN-19 08:18:13,2019-01-17,8,17-JAN-19 08:53:51,141,K,2,277B2.B,277,324,B,277B3.B,277,334,B,14,1,14,RTG12,0,2,2,4,26,2,2,2
11510173,17-JAN-19 08:48:50,2019-01-17,9,17-JAN-19 09:43:16,422,I,2,260M3.A,260,622,M,260M2.C,260,632,M,14,1,6,RTG7,0,0,3,3,38,3,28.375,5
11510302,17-JAN-19 09:11:42,2019-01-17,9,17-JAN-19 09:50:55,361,L,2,149B6.C,149,672,B,149B6.B,149,682,B,14,1,13,RTG11,0,0,9,9,43,1,29.7,4
11510316,17-JAN-19 09:13:58,2019-01-17,9,17-JAN-19 09:52:31,75,L,2,277B2.D,277,258,B,277B2.C,277,268,B,14,1,13,RTG25,0,4,3,7,42,2,38,4
11510525,17-JAN-19 09:46:57,2019-01-17,10,17-JAN-19 10:32:50,75,L,2,257B2.A,257,278,B,257B2.A,257,288,B,14,1,13,RTG25,0,0,5,5,38,1,49.33333333,4
11510614,17-JAN-19 10:00:14,2019-01-17,10,17-JAN-19 10:38:11,261,K,2,451E5.D,451,270,E,451E5.D,451,280,E,14,1,11,RTG13,0,3,0,3,42,2,55.11111111,4
11511898,17-JAN-19 13:29:27,2019-01-17,13,17-JAN-19 15:49:24,180,K,2,252D4.D,252,388,D,252D5.D,252,398,D,14,1,12,RTG13,0,12,0,12,41,1,45.77777778,2
11510003,17-JAN-19 08:21:45,2019-01-17,8,17-JAN-19 09:01:36,363,L,2,257B4.A,257,566,B,257B4.A,257,576,B,15,1,13,RTG9,0,5,7,12,35,1,28,2
11510224,17-JAN-19 08:58:11,2019-01-17,9,17-JAN-19 10:03:29,214,L,2,260M4.A,260,414,M,260M4.A,260,424,M,15,1,3,RTG23,0,0,6,6,40,1,24.58333333,4
11510367,17-JAN-19 09:23:12,2019-01-17,9,17-JAN-19 10:36:17,306,K,2,206C5.D,206,560,C,206C5.C,206,570,C,15,1,13,RTG13,0,8,1,9,52,1,22.08333333,4
11510756,17-JAN-19 10:22:40,2019-01-17,10,17-JAN-19 11:44:11,423,K,2,381F3.B,381,502,F,381F3.B,381,512,F,15,1,10,RTG20,0,2,11,13,35,3,50.73076923,4
11510843,17-JAN-19 10:36:05,2019-01-17,11,17-JAN-19 12:04:03,284,J,2,272M1.B,272,472,M,272M1.A,272,482,M,56,2,5,RTG24,0,4,5,9,50,2,57.125,2
11510844,17-JAN-19 10:36:11,2019-01-17,11,17-JAN-19 11:19:50,110,L,2,184C1.D,184,386,C,184C1.D,184,396,C,22,1,12,RTG23,0,8,3,11,29,2,34.38888889,2
11511483,17-JAN-19 12:23:33,2019-01-17,12,17-JAN-19 13:25:04,339,I,2,417F2.D,417,382,F,417F2.D,417,392,F,15,1,12,RTG10,0,10,5,15,51,1,26.375,4
11510853,17-JAN-19 10:36:58,2019-01-17,11,17-JAN-19 12:11:49,456,H,2,272M2.A,272,644,M,272M3.A,272,654,M,58,2,7,RTG2,0,4,2,6,9,2,6,1
11509867,17-JAN-19 08:00:30,2019-01-17,8,17-JAN-19 08:33:21,168,L,2,430M11.D,430,198,M,430M13.D,430,208,M,16,1,3,RTG25,0,3,11,14,32,1,30,2
11509968,17-JAN-19 08:15:09,2019-01-17,8,17-JAN-19 08:51:53,234,I,2,430M10.D,430,264,M,430M10.A,430,274,M,16,1,6,RTG6,0,7,6,13,28,3,19,2
11510039,17-JAN-19 08:27:52,2019-01-17,8,17-JAN-19 09:03:01,263,K,2,453E3.C,453,270,E,453E3.B,453,280,E,16,1,11,RTG12,0,4,0,4,29,1,15.66666667,2
11510129,17-JAN-19 08:42:09,2019-01-17,9,17-JAN-19 09:12:29,272,J,2,430M9.D,430,302,M,430M11.A,430,312,M,16,1,5,RTG21,0,2,9,11,34,3,35.33333333,3
11510593,17-JAN-19 09:58:41,2019-01-17,10,17-JAN-19 11:11:11,146,I,2,180A4.B,180,426,A,180A4.B,180,436,A,16,1,17,RTG14,0,1,3,4,33,3,26.05263158,5
11512451,17-JAN-19 14:51:16,2019-01-17,15,17-JAN-19 15:45:55,418,I,2,252B4.C,252,626,B,252B4.C,252,636,B,16,1,16,RTG16,0,1,8,9,47,3,59.625,3
11509629,17-JAN-19 07:11:26,2019-01-17,7,17-JAN-19 08:00:00,334,J,2,356B5.B,356,438,B,356B7.B,356,448,B,17,1,15,RTG8,0,3,4,7,15,3,15.16666667,2
11509970,17-JAN-19 08:15:18,2019-01-17,8,17-JAN-19 09:11:06,384,H,2,356B2.C,356,488,B,356B3.D,356,498,B,17,1,17,RTG4,0,4,3,7,8,1,27.5,1
11510851,17-JAN-19 10:36:58,2019-01-17,11,17-JAN-19 13:49:03,85,J,2,149B3.A,149,396,B,149B4.C,149,406,B,171,3,15,RTG8,0,2,6,8,50,1,56.88235294,2
11509895,17-JAN-19 08:04:13,2019-01-17,8,17-JAN-19 08:40:08,126,K,2,430M11.E,430,156,M,430M11.A,430,166,M,17,1,4,RTG12,0,2,2,4,22,2,5.888888889,2
11510064,17-JAN-19 08:32:13,2019-01-17,9,17-JAN-19 09:08:44,342,L,2,356B1.D,356,446,B,356B1.D,356,456,B,17,1,13,RTG9,0,7,4,11,35,1,26.69230769,4
11510363,17-JAN-19 09:22:29,2019-01-17,9,17-JAN-19 09:58:12,365,L,2,451E6.A,451,374,E,451E8.D,451,384,E,17,1,10,RTG11,0,7,4,11,41,1,49.85714286,4
11510388,17-JAN-19 09:27:02,2019-01-17,9,17-JAN-19 10:16:44,189,L,2,105E1.C,105,544,E,105E1.C,105,554,E,17,1,10,RTG9,0,0,6,6,41,2,53.875,4
11510440,17-JAN-19 09:34:55,2019-01-17,10,17-JAN-19 10:08:26,137,K,2,451E6.D,451,146,E,451E7.D,451,156,E,17,1,11,RTG5,0,0,13,13,49,1,29.63636364,4
11510449,17-JAN-19 09:36:19,2019-01-17,10,17-JAN-19 11:03:35,234,K,2,430M8.C,430,264,M,430M10.C,430,274,M,17,1,4,RTG20,0,12,2,14,50,2,29.63636364,4
11510531,17-JAN-19 09:47:37,2019-01-17,10,17-JAN-19 10:40:38,338,L,2,260M6.C,260,538,M,260M7.A,260,548,M,17,1,3,RTG11,0,1,11,12,39,1,50.19047619,4
11510545,17-JAN-19 09:50:02,2019-01-17,10,17-JAN-19 11:06:30,160,L,2,430M7.B,430,190,M,430M7.A,430,200,M,17,1,3,RTG23,0,1,2,3,39,4,45.15,4
11510620,17-JAN-19 10:03:13,2019-01-17,10,17-JAN-19 10:51:23,80,L,2,114A2.D,114,426,A,114A2.D,114,436,A,17,1,14,RTG25,0,0,5,5,37,4,35.79166667,4
11512319,17-JAN-19 14:30:25,2019-01-17,15,17-JAN-19 15:27:58,414,I,2,134N3.D,134,740,N,134N3.D,134,750,N,17,1,5,RTG16,0,0,9,9,50,2,62.6,3
11509645,17-JAN-19 07:14:32,2019-01-17,7,17-JAN-19 08:04:18,334,J,2,210N4.C,210,584,N,210N4.D,210,594,N,18,1,4,RTG8,0,3,4,7,16,3,15.16666667,2
11512917,17-JAN-19 16:21:28,2019-01-17,16,17-JAN-19 17:18:01,276,H,2,242B2.D,242,494,B,242B1.B,242,504,B,18,1,17,RTG2,0,3,5,8,10,2,52,1
11510156,17-JAN-19 08:45:45,2019-01-17,9,17-JAN-19 09:33:32,345,L,2,149B7.C,149,656,B,149B7.B,149,666,B,18,1,13,RTG23,0,0,5,5,39,1,22.18181818,4
11510410,17-JAN-19 09:29:58,2019-01-17,9,17-JAN-19 10:23:30,255,I,2,241D1.A,241,474,D,241D1.A,241,484,D,18,1,14,RTG16,0,4,0,4,33,1,30.13333333,5
11510550,17-JAN-19 09:50:34,2019-01-17,10,17-JAN-19 11:07:38,72,I,2,430M7.C,430,102,M,430M10.D,430,112,M,18,1,6,RTG14,0,1,1,2,33,4,27.38095238,5
11510854,17-JAN-19 10:37:08,2019-01-17,11,17-JAN-19 11:17:52,342,L,2,272M2.B,272,530,M,272M2.A,272,540,M,15,1,3,RTG11,0,0,10,10,31,3,33.76470588,2
11511825,17-JAN-19 13:17:59,2019-01-17,13,17-JAN-19 13:57:13,214,L,2,272M9.B,272,402,M,272M9.A,272,412,M,18,1,3,RTG25,0,3,5,8,40,1,49.14285714,2
11512198,17-JAN-19 14:15:43,2019-01-17,14,17-JAN-19 15:28:54,465,I,2,463B1.C,463,462,B,463B1.B,463,472,B,18,1,16,RTG16,0,0,6,6,48,1,51.84615385,4
11509714,17-JAN-19 07:29:01,2019-01-17,7,17-JAN-19 08:30:42,309,J,2,141F1.B,141,628,F,141F1.B,141,638,F,19,1,11,RTG8,0,3,6,9,19,1,31.4,2
11509769,17-JAN-19 07:39:28,2019-01-17,8,17-JAN-19 08:55:49,202,I,2,356B4.A,356,306,B,356B4.A,356,316,B,19,1,16,RTG6,0,1,8,9,21,1,56.5,2
11509771,17-JAN-19 07:40:16,2019-01-17,8,17-JAN-19 08:26:41,175,L,2,105E1.A,105,530,E,105E1.A,105,540,E,19,1,10,RTG25,0,1,11,12,27,1,31,2
11509831,17-JAN-19 07:52:41,2019-01-17,8,17-JAN-19 08:56:48,206,I,2,222B2.A,222,444,B,222B2.A,222,454,B,19,1,16,RTG6,0,1,10,11,22,1,34.88888889,2
11510157,17-JAN-19 08:46:21,2019-01-17,9,17-JAN-19 09:43:06,310,H,2,122B5.C,122,648,B,122B5.D,122,658,B,19,1,17,RTG4,0,5,1,6,10,1,26.75,2
11509982,17-JAN-19 08:17:33,2019-01-17,8,17-JAN-19 10:03:17,169,I,4,101D2.D,101,528,D,101D2.D,101,169,D,19,1,14,RTG6,0,1,14,15,29,1,19.23076923,2
11509988,17-JAN-19 08:18:42,2019-01-17,8,17-JAN-19 09:27:26,130,J,2,306N2.C,306,284,N,306N2.C,306,294,N,19,1,4,RTG8,0,2,9,11,25,2,15.33333333,2
11510121,17-JAN-19 08:40:35,2019-01-17,9,17-JAN-19 09:17:28,276,K,2,430M9.B,430,306,M,430M9.A,430,316,M,19,1,4,RTG12,0,8,1,9,37,2,25.57142857,4
11510305,17-JAN-19 09:12:01,2019-01-17,9,17-JAN-19 09:48:02,423,J,2,451E9.C,451,432,E,451E9.C,451,442,E,19,1,12,RTG24,0,0,4,4,39,2,22.44444444,3
11510357,17-JAN-19 09:21:19,2019-01-17,9,17-JAN-19 10:01:13,367,L,2,451E7.C,451,376,E,451E7.A,451,386,E,19,1,10,RTG11,0,5,5,10,40,2,49.85714286,4
11510491,17-JAN-19 09:42:20,2019-01-17,10,17-JAN-19 10:20:36,322,I,2,276F4.D,276,506,F,276F4.D,276,516,F,19,1,12,RTG16,0,1,7,8,35,3,29.77777778,5
11510549,17-JAN-19 09:50:24,2019-01-17,10,17-JAN-19 10:34:12,415,K,2,451E5.C,451,424,E,451E5.B,451,434,E,19,1,11,RTG20,0,5,6,11,46,3,44.23076923,4
11510859,17-JAN-19 10:37:17,2019-01-17,11,17-JAN-19 11:46:23,214,J,2,272M2.C,272,402,M,272M2.B,272,412,M,42,2,5,RTG7,0,9,7,16,51,1,56.88235294,2
11510858,17-JAN-19 10:37:50,2019-01-17,11,17-JAN-19 12:28:07,465,I,2,451E3.C,451,474,E,451E4.C,451,484,E,11,1,13,RTG16,0,7,3,10,32,3,9.523809524,2
11511338,17-JAN-19 11:59:56,2019-01-17,12,17-JAN-19 12:50:25,452,I,2,252B6.C,252,660,B,252B6.C,252,670,B,19,1,16,RTG16,0,1,2,3,43,1,30.85714286,4
11511615,17-JAN-19 12:44:36,2019-01-17,13,17-JAN-19 13:30:28,114,J,2,122H3.D,122,452,H,122H3.C,122,462,H,19,1,10,RTG21,0,5,12,17,55,1,57.16666667,2
11511970,17-JAN-19 13:40:11,2019-01-17,14,17-JAN-19 14:19:13,176,K,2,430M1.D,430,206,M,430M3.A,430,216,M,19,1,4,RTG12,0,0,5,5,42,1,45.66666667,4
11512120,17-JAN-19 14:04:55,2019-01-17,14,17-JAN-19 15:34:46,322,J,2,176B3.D,176,606,B,176B2.A,176,616,B,19,1,15,RTG7,0,0,27,27,69,3,141.3333333,5
11510248,17-JAN-19 09:02:49,2019-01-17,9,17-JAN-19 10:36:57,384,H,2,260M4.C,260,584,M,260M4.B,260,594,M,20,1,7,RTG4,0,2,3,5,10,3,29.4,2
11510778,17-JAN-19 10:26:01,2019-01-17,10,17-JAN-19 11:14:55,334,H,2,306B1.B,306,488,B,306B2.D,306,498,B,20,1,17,RTG2,0,0,5,5,9,3,33.5,2
